"set","source_path","size_bytes","modified_utc","reason"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\eval\uot_eval_by_pattern.csv","177","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\eval\uot_eval_summary.txt","135","","ext-excluded:.txt"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\eval\uot_evaluation_metrics.json","2903","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\flow_segments_bnb_synth.csv","153799","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\flow_segments_eth_synth.csv","156755","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\labels\synthetic_flow_labels.csv","105378","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\labels\synthetic_uot_eval_metrics.json","173586","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\causal_feasibility_summary.json","387","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\flow_segments_bnb.csv","145814","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\flow_segments_eth.csv","150068","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\traceability_index.csv","1086377","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\uot_cost_matrix.npz","105292","","ext-excluded:.npz"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\uot_diagnostics.json","36306","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\uot_flow_correspondence.csv","350684","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\uot_flow_segments_bnb.csv","145814","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\uot_flow_segments_eth.csv","150068","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\uot_marginals.csv","97178","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\uot_split_merge_summary.json","261","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\uot_summary.json","726","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\uot_transport_matrix.npz","112457","","ext-excluded:.npz"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\uot_transport_plan.csv","487457","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_only_time\Poly\seed_46\uot\uot_unmatched_mass.csv","123414","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\eval\ablation_metrics.csv","686","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\eval\synthetic_eval_by_scenario.csv","195","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\eval\uot_eval_by_pattern.csv","181","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\eval\uot_eval_summary.txt","135","","ext-excluded:.txt"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\eval\uot_evaluation_metrics.json","2934","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\flow_segments_bnb_synth.csv","153585","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\flow_segments_eth_synth.csv","156517","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\labels\synthetic_flow_labels.csv","105446","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\labels\synthetic_uot_eval_metrics.json","173586","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\causal_feasibility_summary.json","387","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\flow_segments_bnb.csv","145570","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\flow_segments_eth.csv","149638","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\traceability_index.csv","23710597","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\uot_cost_matrix.npz","152259","","ext-excluded:.npz"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\uot_diagnostics.json","36060","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\uot_flow_correspondence.csv","7814383","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\uot_flow_segments_bnb.csv","145570","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\uot_flow_segments_eth.csv","149638","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\uot_marginals.csv","96904","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\uot_split_merge_summary.json","261","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\uot_summary.json","742","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\uot_transport_matrix.npz","240630","","ext-excluded:.npz"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\uot_transport_plan.csv","10886173","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_42\uot\uot_unmatched_mass.csv","123000","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\eval\ablation_metrics.csv","676","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\eval\synthetic_eval_by_scenario.csv","195","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\eval\uot_eval_by_pattern.csv","181","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\eval\uot_eval_summary.txt","135","","ext-excluded:.txt"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\eval\uot_evaluation_metrics.json","2900","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\flow_segments_bnb_synth.csv","153741","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\flow_segments_eth_synth.csv","156733","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\labels\synthetic_flow_labels.csv","105301","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\labels\synthetic_uot_eval_metrics.json","173586","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\causal_feasibility_summary.json","387","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\flow_segments_bnb.csv","145720","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\flow_segments_eth.csv","150334","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\traceability_index.csv","22664406","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\uot_cost_matrix.npz","152304","","ext-excluded:.npz"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\uot_diagnostics.json","35974","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\uot_flow_correspondence.csv","7462716","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\uot_flow_segments_bnb.csv","145720","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\uot_flow_segments_eth.csv","150334","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\uot_marginals.csv","96896","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\uot_split_merge_summary.json","261","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\uot_summary.json","727","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\uot_transport_matrix.npz","239991","","ext-excluded:.npz"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\uot_transport_plan.csv","10416975","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_43\uot\uot_unmatched_mass.csv","122944","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\eval\ablation_metrics.csv","689","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\eval\synthetic_eval_by_scenario.csv","195","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\eval\uot_eval_by_pattern.csv","181","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\eval\uot_eval_summary.txt","135","","ext-excluded:.txt"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\eval\uot_evaluation_metrics.json","2941","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\flow_segments_bnb_synth.csv","153599","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\flow_segments_eth_synth.csv","156579","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\labels\synthetic_flow_labels.csv","105400","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\labels\synthetic_uot_eval_metrics.json","173586","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\causal_feasibility_summary.json","388","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\flow_segments_bnb.csv","145638","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\flow_segments_eth.csv","150024","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\traceability_index.csv","23209193","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\uot_cost_matrix.npz","149266","","ext-excluded:.npz"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\uot_diagnostics.json","36078","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\uot_flow_correspondence.csv","7653106","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\uot_flow_segments_bnb.csv","145638","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\uot_flow_segments_eth.csv","150024","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\uot_marginals.csv","97084","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\uot_split_merge_summary.json","261","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\uot_summary.json","711","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\uot_transport_matrix.npz","240596","","ext-excluded:.npz"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\uot_transport_plan.csv","10654641","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_44\uot\uot_unmatched_mass.csv","123069","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\eval\ablation_metrics.csv","690","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\eval\synthetic_eval_by_scenario.csv","195","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\eval\uot_eval_by_pattern.csv","181","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\eval\uot_eval_summary.txt","135","","ext-excluded:.txt"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\eval\uot_evaluation_metrics.json","2942","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\flow_segments_bnb_synth.csv","153649","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\flow_segments_eth_synth.csv","156641","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\labels\synthetic_flow_labels.csv","105436","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\labels\synthetic_uot_eval_metrics.json","173586","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\causal_feasibility_summary.json","388","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\flow_segments_bnb.csv","145618","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\flow_segments_eth.csv","150238","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\traceability_index.csv","20797889","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\uot_cost_matrix.npz","151131","","ext-excluded:.npz"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\uot_diagnostics.json","36170","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\uot_flow_correspondence.csv","6841125","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\uot_flow_segments_bnb.csv","145618","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\uot_flow_segments_eth.csv","150238","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\uot_marginals.csv","97252","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\uot_split_merge_summary.json","261","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\uot_summary.json","730","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\uot_transport_matrix.npz","241149","","ext-excluded:.npz"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\uot_transport_plan.csv","9551110","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_45\uot\uot_unmatched_mass.csv","123608","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\eval\ablation_metrics.csv","689","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\eval\synthetic_eval_by_scenario.csv","195","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\eval\uot_eval_by_pattern.csv","181","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\eval\uot_eval_summary.txt","135","","ext-excluded:.txt"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\eval\uot_evaluation_metrics.json","2941","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\flow_segments_bnb_synth.csv","153799","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\flow_segments_eth_synth.csv","156755","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\labels\synthetic_flow_labels.csv","105378","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\labels\synthetic_uot_eval_metrics.json","173586","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\causal_feasibility_summary.json","388","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\flow_segments_bnb.csv","145814","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\flow_segments_eth.csv","150068","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\traceability_index.csv","19228727","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\uot_cost_matrix.npz","152167","","ext-excluded:.npz"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\uot_diagnostics.json","36166","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\uot_flow_correspondence.csv","6325644","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\uot_flow_segments_bnb.csv","145814","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\uot_flow_segments_eth.csv","150068","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\uot_marginals.csv","97178","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\uot_split_merge_summary.json","261","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\uot_summary.json","727","","ext-excluded:.json"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\uot_transport_matrix.npz","241250","","ext-excluded:.npz"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\uot_transport_plan.csv","8830090","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_120\Poly\seed_46\uot\uot_unmatched_mass.csv","123335","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_240\Poly\seed_42\eval\ablation_metrics.csv","667","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_240\Poly\seed_42\eval\synthetic_eval_by_scenario.csv","195","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_240\Poly\seed_42\eval\uot_eval_by_pattern.csv","181","","ext-excluded:.csv"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_240\Poly\seed_42\eval\uot_eval_summary.txt","135","","ext-excluded:.txt"
"OUTDOCX","out\multi_bridge_expansion\faithful_flow_structural_three_bridges_audit\variants\poly_tsnoise_240\Poly\seed_42\eval\uot_evaluation_metrics.json","2886","","ext-excluded:.json"
